PAR-MAIL,RZS-CSVP
E-F4-DATE,G-Q8-PSYO
E-F4-HEUR,T-J4-FHCO
E-ART5-CHAI,A-VUU9-JMXP
E-F5-CLE,M-C4-BJM
E-F5-POSTE,K-B1-SUYFT
E-F5-TYPEMVT,C-S6-PKWXZIV
E-F5-CHAINE,P-I7-EZWWEM
E-F5-APP,M-I5-SAD
E-F5-PRG,B-X4-AWY
E-F5-DATE,Q-I9-RCPQ
E-F5-HEUR,Z-W4-XVIM
E-F5-REF-CHAI,K-V0-SWY-MWXH
E-F5-DEPENSE,M-X2-INMDSFK
E-F5-AAD,I-Z3-BSY
E-F5-MMD,Q-T8-QKE
E-F5-JJD,Y-R9-LPZ
E-F5-COMPTABLE,V-M6-ITBUUPNRX
E-F5-AAC,M-G0-FEL
E-F5-MMC,X-N6-WJA
E-F5-JJC,K-B5-OPO
E-F5-PTT,V-I0-SVU
E-F5-AAP,Y-D8-FTA
E-F5-MMP,B-D6-REJ
E-F5-JJP,A-E5-ABE
E-F5-CDEIMP,S-B6-BIRPGW
SSTOC,KEEGG
ASTOC,OGEKW
ST-GCVFSTOC,OK-YWHVRBDZ
CTRGACH,SQUOZSO
CTRL,EVEC
CTRE,MWOO
CTRA,UXSK
W-DATE2,W-ULUV3
WDATE2,QSKTL0
WAA2,QAV6
WMM2,DTT9
WJJ2,SWB2
W-GCVBSTOC,W-JCAPWBFQ
W-FTAB-STOC-SERVICE,W-UWTN-QAYO-RTILSZH
W-FTAB-STOC-APPLICATION,W-POBC-VLQQ-ZETUOPVZLJS
W-FTAB-STOC-COOR-IP,W-TDJE-ZCJM-ETFF-YN
W-FTAB-STOC-IP-EC,W-BBGQ-TZPN-QE-RG
W-FTAB-STOC-IP-NOM,W-YHER-BUSV-AX-DZC
W-FTAB-STOC-IP-PRENOM,W-TSKM-DVHT-TG-UDAOJH
W-FTAB-STOC-IP-GRADE,W-UUZR-HNHZ-MU-WZHST
W-FTAB-STOC-IP-FONCTION,W-YZJB-ZYUA-VC-CJIJBTXL
W-FTAB-STOC-IP-L1,W-MNPC-GZCI-TO-S9
W-FTAB-STOC-IP-L2,W-PYLV-XURQ-IB-A2
W-FTAB-STOC-IP-L3,W-QCHG-ANMV-KP-D1
W-FTAB-STOC-IP-L4,W-QFBZ-IIQL-RX-C1
W-FTAB-STOC-IP-L5,W-JQGR-XBDB-YV-U4
W-FTAB-STOC-COOR-RE,W-MFLR-OOPM-ZAMX-RW
W-FTAB-STOC-RE-EC,W-FCLO-DQJF-LO-YG
W-FTAB-STOC-RE-NOM,W-FEGY-DPCK-SM-SES
W-FTAB-STOC-RE-PRENOM,W-NCOQ-DINS-YQ-KNYBVH
W-FTAB-STOC-RE-GRADE,W-JBMQ-HVZO-AK-FLKWQ
W-FTAB-STOC-RE-FONCTION,W-IHOJ-XXBB-CC-FMEJOSQJ
W-FTAB-STOC-RE-L1,W-VJOO-WYUJ-IB-Z0
W-FTAB-STOC-RE-L2,W-UCVO-DHIQ-WU-M2
W-FTAB-STOC-RE-L3,W-QRCT-NEDS-MO-S2
W-FTAB-STOC-RE-L4,W-WOWO-YEJO-JS-F1
W-FTAB-STOC-RE-L5,W-GCVN-ZATS-MD-X2
W-FTAB-STOC-IP-ADJ,W-HRRA-BVFX-EK-JSR
W-FTAB-STOC-LIEU,W-ICKD-USSS-WSOM
WLU,LEQ
FTABE,NTKRJ
FTABECLE,LFOEKQXC
FTABEPOST,IMYRCWRAL
FTABEX,ZBEUGP
FTABM,HRJHD
CTRLUS,BNHYQB
CTRCRE,JEOGIM
CTRMOD,IQNILA
WDATAA,MDEHZP
ARTCATCP,LGCVWGYA
CATCP-CODAPP,LACKU-JMDUSQ
CATCP-CODELEM,IERAN-FGQQFPD
CATCP-DATDEB,YNGWK-IUWOJJ
CATCP-DATFIN,CCNTK-JQMBTB
CATCP-DATREC,GEDKE-YOVFHD
CATCP-NBUV,WSPQZ-MSHX
:W:-ART1,:W:-QYB9
:W:-ART1-TYPEART,:W:-JNC2-PFXRVXJ
:W:-ART1-DICGL,:W:-ZHM1-UDSVM
:W:-ART1-DIE,:W:-MLN6-QAX
:W:-ART1-ORIGINE,:W:-VCV0-VFDRADN
:W:-ART1-ENVOI,:W:-SIF3-SVPPN
:W:-ART1-CUMMONT,:W:-CVQ3-GRNYJET
:W:-ART1-NBMOUV,:W:-HCK8-GGNZSR
:W:-ART1-DATCREA,:W:-MOI7-MBEIPQR
:W:-ART2,:W:-IBM4
:W:-ART2-TYPEART,:W:-DGR1-KZTWPYS
:W:-ART2-DICGL,:W:-IHD3-KBJKL
:W:-ART2-DIE,:W:-NCG9-FXU
:W:-ART2-ORIGINE,:W:-IET4-BSDMVXV
:W:-ART2-ENVOI,:W:-RZQ3-NSHGR
:W:-ART2-POSCO,:W:-NDB3-AUIOS
:W:-ART2-DATECR,:W:-BFV9-RDFCKC
:W:-ART2-SENS1,:W:-IVI9-CRCE8
:W:-ART2-SENS2,:W:-XXP7-MQWQ4
:W:-ART2-JC,:W:-MKJ1-DP
:W:-ART2-CPTE1,:W:-RBZ6-IFCN1
:W:-ART2-SPEC1,:W:-MWF0-FJIQ8
:W:-ART2-SPECNC1,:W:-FQO9-QINGPD4
:W:-ART2-CPTE1ANNDC,:W:-NCR6-QBSR1LNGVL
:W:-ART2-MONTANT,:W:-FKF3-APPFJGW
:W:-ART2-CPTE2,:W:-UAR0-BBQJ8
:W:-ART2-SPEC2,:W:-CSL1-DYYY5
:W:-ART2-SPECNC2,:W:-UZN5-JNIOAO0
:W:-ART2-CPTE2ANNDC,:W:-VUH4-UGFX5CJXWX
:W:-ART2-CORRDSO,:W:-VWL3-YJQVFAH
:W:-ART2-ANNEEFC,:W:-IVT4-ZFGTTWP
:W:-ART2-INSCRCPTE,:W:-DXN5-WDLAYEFAV
:W:-ART2-PNCEMET,:W:-YAF0-HRZZIPP
:W:-ART2-CODECORR,:W:-NTM4-MIYOECLK
:W:-ART2-NUMSEQ,:W:-IAH6-NQWKYZ
:W:-ART2-PNC,:W:-AXP9-MFO
:W:-ART2-TYPEPAIEMENT,:W:-IPH0-CRLYYRKVDCAS
:W:-ART2-TYPEEXER,:W:-TYQ1-NMIECPHU
:W:-ART2-LIBELOPER,:W:-UGX2-CJYKCUREG
:W:-ART2-NATPIECES,:W:-TUK6-YIHUPFOXD
:W:-ART2-LIBELTRANS,:W:-JRA0-GOSNOMVGQZ
:W:-ART2-TRANSCPTE,:W:-IDJ6-PYZSOSOJO
:W:-ART2-TRANSSENS,:W:-XOA7-OQCSFIIPN
:W:-ART2-TRANSSPEC,:W:-SXF3-SNKNLBPTZ
:W:-ART2-TRANSSPECNC,:W:-KUE7-HGFJNEXRPAT
:W:-ART2-TRANSTYPE,:W:-HPQ1-GHARNKNWG
:W:-ART2-TRANSREJ,:W:-GRB4-MSDPZFCO
:W:-ART2-TRANSAPP,:W:-CBM1-QMGURIPR
:W:-ART2-TRANSCODIQUE,:W:-FTV7-AJHHWORQJGDJ
:W:-ART2-MIROIR,:W:-WLT7-YRWVKB
:W:-ART2-DGICOLL,:W:-PHL2-NYHZEES
:W:-ART2-DGILIBEL,:W:-IUU8-WOTWTYWN
:W:-ART3,:W:-VGP0
:W:-ART3-TYPEART,:W:-AGR4-SPIVGMK
:W:-ART3-DICGL,:W:-YLD7-VMJRW
:W:-ART3-DIE,:W:-MNG5-VJO
:W:-ART3-ORIGINE,:W:-UHU7-LNINQQK
:W:-ART3-ENVOI,:W:-GPG6-LNXDE
:W:-ART3-CUMMONT,:W:-UPJ6-MAMLOTS
:W:-ART3-NBMOUV,:W:-UHK4-XVULDS
:W:-ART3-DATCREA,:W:-DML5-NZFGGQW
:W:-ART3-PARTCGL,:W:-FSQ0-TIVDSYR
:W:-ART3-PARTKHQ,:W:-RRL9-AQUITHL
:W:-ART3-DATACCEP,:W:-YEL6-XXYDLSNP
:W:-COM-NIVEAU1,:W:-TQU-ZWPIWZ4
:W:-COM-NOMUTIL,:W:-JTY-ZJFNATI
:W:-COM-APP,:W:-SND-HUQ
:W:-COM-CODPOST,:W:-WFP-MNWDAFA
:W:-COM-CODPOST-UTIL,:W:-KAJ-RQBIVJI-QEEY
:W:-COM-CODFONC-MNEMO,:W:-HEN-CYDZGLK-NISGV
:W:-COM-FONCT-INT,:W:-IWO-SLEPN-PHN
:W:-COM-TRSU,:W:-SEO-YWHD
:W:-COM-CICS,:W:-FBC-DCBS
:W:-COM-SUITE,:W:-TPT-GJAXB
:W:-COM-PASSAGE,:W:-EWQ-MXNGJQF
:W:-COM-CURSEUR,:W:-BBZ-UDDWXVM
:W:-COM-CODESANO,:W:-TOH-CWOFSADO
:W:-COM-TYPANO,:W:-TNJ-LOSSFK
:W:-COM-CODANO,:W:-XSL-TDLRRX
:W:-COM-NIVEAU2,:W:-MFY-YKOSFD2
:W:-COM-NO-MVS,:W:-TDA-SX-EQI
:W:-COM-DATE,:W:-XYG-LKPJ
:W:-COM-JJ,:W:-TRI-ZF
:W:-COM-TIR1,:W:-YBB-MCV5
:W:-COM-MM,:W:-QYF-GO
:W:-COM-TIR2,:W:-XJG-OLE9
:W:-COM-AA,:W:-KDF-ED
:W:-COM-EMET,:W:-FTZ-KYIE
:W:-COM-ART,:W:-NPS-DZT
:W:-COM-ORIG,:W:-XMT-YHCZ
:W:-COM-ORI,:W:-TVZ-LGZ
:W:-COM-ORDO,:W:-KUL-KKXV
:W:-COM-NAT,:W:-YRP-REU
:W:-COM-CPTE-47,:W:-LAM-IYDM-11
:W:-COM-CPTE-T,:W:-SSM-LSGC-J
:W:-COM-CPTE-R,:W:-HNB-JEEX-P
:W:-COM-DATETRAIT,:W:-WDD-MPPYOCROH
:W:-COM-ERREUR,:W:-RXT-SHLTYP
:W:-COM-DEPT,:W:-JXC-SSNO
:W:-COM-DEPARTEMENT,:W:-TBF-SHMIXXBTGOE
:W:-COM-DEP,:W:-QKD-WSM
:W:-COM-DEPTRAITE,:W:-TRM-WFUJNCAMD
:W:-COM-POS,:W:-XIX-TMN
:W:-COM-GESTION,:W:-PSS-YNQDOLJ
:W:-COM-TITRE,:W:-FTQ-DLHPN
:W:-COM-DATEMIS,:W:-FZF-GSRANMR
:W:-COM-DATEMIX,:W:-KPX-RXPHBFH
:W:-COM-JJEMIS,:W:-PKA-PQNRXO
:W:-COM-MMEMIS,:W:-DHU-PVTGPB
:W:-COM-AAEMIS,:W:-AMN-BTUBBP
:W:-COM-CHEQUE,:W:-FSO-IFJMPZ
:W:-COM-HEURE,:W:-LGJ-ARVMT
:W:-COM-MONTANT,:W:-HLC-EWPDDUD
:W:-COM-ORDRE,:W:-WZI-PZTET
:W:-COM-LIBEMET,:W:-EIZ-OUJXJMM
:W:-COM-MT,:W:-NNC-EQ
:W:-COM-DEBIT,:W:-EXE-VLGXT
:W:-COM-CREDIT,:W:-PAN-KFDBIV
:W:-COM-SIGNE-DEB,:W:-SLS-QVQPO-FTX
:W:-COM-SIGNE-CRE,:W:-BVC-TRHXW-NKQ
:W:-COM-REGLEMENT,:W:-BAK-SRZOTZJLE
:W:-COM-COMPTEUR,:W:-GDV-MYGDZPLP
:W:-COM-JJ-REIMP,:W:-JLV-ZH-FGAFD
:W:-COM-MM-REIMP,:W:-KDT-ZU-ZCJOG
:W:-COM-AA-REIMP,:W:-QXF-IL-UNKQF
:W:-COM-MONT,:W:-DGH-EBYI
:W:-COM-MOD,:W:-YCE-RGJ
:W:-COM-MODIF,:W:-NMX-BXBPN
:W:-COM-LIBMDR,:W:-QMO-XIMJGA
:W:-COM-NATDOC,:W:-ATX-MDNULO
:W:-COM-OBJET,:W:-HLR-WXQHA
:W:-COM-RESID,:W:-CDE-CJKZO
:W:-COM-CODDEV,:W:-LTA-ERLAGA
:W:-COM-MONTDEV,:W:-HYH-GZKAAOU
:W:-COM-MONTANTDEV,:W:-YBM-CDNMAQIOOX
:W:-COM-LIBDEV,:W:-ADY-VGLCAN
:W:-COM-LISTE,:W:-ECQ-SCMHY
:W:-COM-FICHIER,:W:-CFV-EEOGAZW
:W:-COM-DATE-MENSUELLE,:W:-ULX-QIOP-MVIRTLGZL
:W:-COM-AA-MENS,:W:-AAD-AS-GXWE
:W:-COM-MM-MENS,:W:-CUI-XH-LKFQ
:W:-COM-JJ-MENS,:W:-ICA-PH-GFFZ
:W:-COM-DATE-ANNUELLE,:W:-ESD-HCFL-EWGDTHWJ
:W:-COM-AA-ANNU,:W:-YJK-UZ-EVNO
:W:-COM-MM-ANNU,:W:-DPP-TS-OBPE
:W:-COM-JJ-ANNU,:W:-XSC-SA-JKBV
:W:-COM-DATE-MOISTRAITE,:W:-HPO-YJKF-IHIBJYOEIY
:W:-COM-AA-MOIS,:W:-FJY-MZ-VXTW
:W:-COM-MM-MOIS,:W:-RDJ-VX-EHAA
:W:-COM-JJ-MOIS,:W:-CVL-KE-VTRR
:W:-COM-ANOMALIE,:W:-UTZ-ETPTXLTZ
:W:-COM-REPONSE,:W:-JDW-MMQQDFU
:W:-COM-RECHERCHE,:W:-YWI-RCUQSQCOJ
:W:-COM-NIVEAU3,:W:-VTD-LRAOZQ1
:W:-COM-NIVEAU31,:W:-TWB-GMJLTQ01
:W:-COM-TETEDEPAGE,:W:-KDH-NRLGOCWXEA
:W:-COM-NIVEAU32,:W:-EAP-PLLMLL53
:W:-COM-PAGE,:W:-YPR-MHKJ
:W:-COM-SUITECLE,:W:-UBF-AVDOUPXY
:W:-COM-PPE-SUP,:W:-HYJ-RNM-TLL
:W:-COM-DATECOMPTA,:W:-NIW-JIHXJGFXCU
:W:-COM-DATCOMAA,:W:-ODB-LUVHHRZN
:W:-COM-DATCOMMM,:W:-VPG-URNBMZGL
:W:-COM-DATCOMJJ,:W:-SWA-WNCVQXCT
:W:-COM-DETAIL-BMCH,:W:-DME-NKQHWF-TGVV
:W:-COM-DETAIL,:W:-NOF-MQXCMC
:W:-COM-DETAIL-PAGE,:W:-HEY-MYROGP-CYYO
:W:-COM-DETAIL-PAGE-MAX,:W:-UCM-TXUBEI-LJDN-VPY
:W:-COM-DET-COURANT,:W:-WRM-KAT-BARONHT
:W:-COM-DET-SUIVANT,:W:-OUH-FJG-VWKUCVJ
:W:-COM-DET-DERNIER,:W:-YNV-NIX-AMOASME
:W:-COM-DET-PF7,:W:-YVI-WMP-LV1
:W:-COM-DET,:W:-SGA-JPX
:W:-COM-DET-LAST,:W:-PPP-COT-VOCX
:W:-COM-NIVEAU4,:W:-QBZ-QKAHEV0
:W:-COM-S-DEBM1,:W:-IZS-S-EZXI3
:W:-COM-DEBM1,:W:-DEO-PJKS7
:W:-COM-S-CREM1,:W:-JSP-E-BQXC3
:W:-COM-CREM1,:W:-VOW-ILLL0
:W:-COM-S-DEBM2,:W:-NXM-R-DWWE6
:W:-COM-DEBM2,:W:-QHS-UGDO0
:W:-COM-S-CREM2,:W:-CPW-U-WGQD4
:W:-COM-CREM2,:W:-SDV-RXVS2
:W:-COM-S-DEBAPUR,:W:-EID-P-VRSWLRG
:W:-COM-DEBAPUR,:W:-EVR-SQVYREO
:W:-COM-S-CREAPUR,:W:-OVT-I-MZWBMVL
:W:-COM-CREAPUR,:W:-SOU-GGJBPFY
:W:-COM-MTDEBM1,:W:-MTS-HDZHGX8
:W:-COM-MTCREM1,:W:-SYZ-FNHLLP7
:W:-COM-MTDEBM2,:W:-GGX-UORYVA7
:W:-COM-MTCREM2,:W:-ZXI-AFNGXA3
:W:-COM-MTDEBAPUR,:W:-TOJ-HJTDHPAQI
:W:-COM-MTCREAPUR,:W:-CFC-JCIIYKZIC
:W:-COM-NIVEAU5,:W:-ANI-JGVEHU0
:W:-COM-ARGUMENT,:W:-NHT-AVRKHNXV
:W:-COM-NIVEAU51,:W:-HQT-CVTVRO15
:W:-COM-POSTE,:W:-PEA-JMRQC
:W:-COM-LIBEL,:W:-XXB-UVEAW
:W:-COM-NUMCHQ,:W:-RWH-UYGFGA
:W:-COM-MONTA,:W:-TRH-TNMMF
:W:-COM-ORIGA,:W:-NHO-FGWND
:W:-COM-TITRA,:W:-XRP-HBHII
:W:-COM-DATEMISA,:W:-JLR-VYZUUMSM
:W:-COM-DATEREGA,:W:-BDM-RYBQQXDD
:W:-COM-IDENT,:W:-LTQ-BFNGB
:W:-COM-NIVEAU52,:W:-MAY-PNCSMU92
:W:-COM-ROWID,:W:-WIM-FCTJT
:W:-COM-TABLE,:W:-ZDE-JWLJX
:W:-COM-TYPARG,:W:-ZBT-LCKGDM
:W:-COM-DEBUT,:W:-GRT-BLSCM
:W:-COM-SELECTION,:W:-QSY-IHWHUPGBR
:W:-COM-SELECT2,:W:-CDN-JVQTFQ9
:W:-COM-CPT,:W:-JOJ-ICV
:W:-COM-PAG,:W:-QKA-RWD
:W:-COM-CODOPPO,:W:-SUW-TBVEZRP
:W:-COM-EMAR-PNC-OK,:W:-DTI-NKXD-QOT-CS
:W:-COM-OPPO-PNC-OK,:W:-MXM-LYPD-WRG-FJ
:W:-COM-EIC-OK,:W:-ZXL-DQM-TD
:W:-COM-OPBDIC,:W:-VMV-PVAMGB
:W:-COM-OP1BDIC,:W:-HJC-UX1LBXQ
:W:-COM-ELEMBDIC,:W:-KZR-INALYDSB
:W:-COM-LIBANQUE,:W:-LWT-DQVVVCCS
:W:-COM-CODOP,:W:-FSD-VZNDY
:W:-COM-REFOP,:W:-MPG-OISUB
:W:-COM-CIRCUL,:W:-FWR-UZFOVN
:W:-COM-RECEPTIONNE,:W:-FPB-TGSRHLKJSCI
:W:-COM-CHQ,:W:-KJB-AFG
:W:-COM-MONTX,:W:-HJN-VCYBO
:W:-COM-TROP,:W:-RQP-YOIQ
:W:-COM-ROWID-A-LIRE,:W:-LWK-OLLMT-A-QKTG
:W:-COM-TABLE-A-LIRE,:W:-GPA-WMGNV-D-WNRC
:W:-COM-FBASE-LU,:W:-ZUO-GSRTT-CM
:W:-COM-FBASE-CLE,:W:-DWG-CXVNR-WWQ
:W:-COM-MONT-MIN,:W:-JXO-VMHS-YQJ
:W:-COM-MONT-MAX,:W:-VIY-PPLO-BXX
:W:-COM-DECISION,:W:-QSY-WASKUOSI
:W:-COM-F,:W:-RCZ-O
:W:-COM-ICNE-DATEIC-SAISIE,:W:-PDT-TCGO-QWRRXV-GUDOPY
:W:-COM-ICNE-DATEICS-AA,:W:-JCV-NEJD-ALNGQBZ-LC
:W:-COM-ICNE-DATEICS-MM,:W:-VLU-DFTB-UNFXXPF-UR
:W:-COM-ICNE-DATEICS-JJ,:W:-PLI-KGNY-ZPMMJPM-UM
:W:-COM-ICNE-DATEIC,:W:-ONU-BAFA-LYBMDD
:W:-COM-ICNE-DATEIC-AA,:W:-PSE-EXXX-ZAASHY-LM
:W:-COM-ICNE-DATEIC-MM,:W:-YTP-YECI-YOPDGK-KW
:W:-COM-ICNE-DATEIC-JJ,:W:-LAL-OFCZ-PRDPXF-GR
:W:-COM-ICNE-PREMIER,:W:-VEW-ZAHA-ZCEZBAA
:W:-COM-ICNE-SUIVANT,:W:-YFK-TQUC-PWYZDOE
:W:-COM-ICNE-TOTAL,:W:-IKN-DQMZ-GFDLC
:W:-COM-ICNE-TOTAL-PAR-DATE,:W:-APY-OYTI-LIEHY-DEP-XMBY
:W:-COM-ICNE-FICHIER,:W:-KUL-GBPO-RQYNSUJ
:W:-COM-ICNE-SELECTION,:W:-VOE-WCQX-KZJKCEQDE
:W:-COM-GCVMH0,:W:-SMR-KDAQI6
:W:-COM-ICNE-ART,:W:-WYM-JPCW-SMW
:W:-COM-ICNE-TYPEANO,:W:-JNU-SJKQ-ZSZJHLC
:W:-COM-ICNE-NUMCHQ,:W:-BSQ-LSBC-MWYIKH
:W:-COM-ICNE-MONT1,:W:-HRG-RJAE-BOLQ7
:W:-COM-ICNE-COMT,:W:-FGF-JDRC-PGNP
:W:-COM-ICNE-REFOPIC,:W:-JAD-ITQA-VANHJWR
:W:-COM-ICNE-LIBELLE,:W:-FAL-VXYM-KXBTCCT
:W:-COM-GCVMJA,:W:-MCG-ATGJAG
:W:-COM-BDIC-ART,:W:-ICY-HREA-WKJ
:W:-COM-BDIC-CLE,:W:-NSA-WNEX-EKJ
:W:-COM-BDIC-NUMCHQ,:W:-IYX-MDAQ-EMKXBH
:W:-COM-BDIC-PAGE,:W:-SHD-ERNQ-HFLZ
:W:-COM-OPIC-DATE-DERNOPCONN,:W:-ZEB-HCGS-DLRM-MHUPRQMJPK
:W:-COM-ICNE-ODR-OCR,:W:-GLH-RWWK-XDJ-JHS
:W:-COM-ICNE-ODR-OCR-SYNO,:W:-MUS-EPZZ-LCQ-ANP-QYPU
:W:-COM-ICNE-CHOIX,:W:-ZWL-NCKQ-JKTXB
:W:-COM-ICNE-ROWID,:W:-MPZ-IUFY-TIQBM
:W:-COM-OPIC-FBASA,:W:-MEY-RINY-RWWPH
:W:-COM-OPIC-FDOUB,:W:-USP-HFBJ-HMUAB
:W:-COM-OPIC-CIRCUL,:W:-OZC-DGPO-QURLLM
:W:-COM-OPIC-RECEPTIONNE,:W:-ROP-CFII-RAFYAPDHUBD
:W:-COM-OPIC-EMARGE,:W:-JDV-FXCC-SBBJMO
:W:-COM-OPIC-IDDONORD,:W:-IIO-HHZA-EWLUJNVH
:W:-COM-OPIC-MONTX,:W:-DQN-UDOS-SGCNT
:W:-COM-OPIC-MONTX-ODR-OCR,:W:-GKK-UAES-PGBNK-GWS-OEZ
:W:-COM-OPIC-MONTANT-ODR-OCR,:W:-LDD-TBBI-NGAZHBR-FMP-LJO
:W:-COM-OPIC-FBASE-ROWID,:W:-QGP-OOYO-SRIRY-GWPZU
:W:-COM-OPIC-FBDIC-CLE,:W:-XNM-WQAE-IDUZP-SKP
:W:-COM-OPIC-FBASE-CLE,:W:-ZPU-VJVA-QQAAB-JJZ
:W:-COM-OPIC-POST,:W:-RBU-ODFT-WUME
:W:-COM-OPIC-NAT,:W:-MYI-UBJV-SKY
:W:-COM-OPIC-NUMCHQ,:W:-DAA-IVTR-LKFFJR
:W:-COM-OPIC-MONTANT,:W:-SEW-BNVG-PCHPOCG
:W:-COM-OPIC-MONTANTX,:W:-BRN-YBZR-JJWDBNWR
:W:-COM-OPIC-COMT,:W:-SYG-WWTW-UBUO
:W:-COM-OPIC-SUITE-CLE,:W:-WOO-PVFK-LVGXN-YJH
:W:-COM-OPIC-CODEOP,:W:-OLJ-LWBS-TKQCMA
:W:-COM-OPIC-REFOP,:W:-LOD-MENK-HTZGY
:W:-COM-OPIC-EXPEDITEUR,:W:-BTL-UVUS-RYZXIKYMHM
:W:-COM-OPIC-FAX,:W:-ODF-GOVD-LWS
:W:-COM-OPIC-TELEPHONE,:W:-HGY-VXNX-ERCOAAUNA
:W:-COM-OPIC-E-MAIL,:W:-ADZ-ILAI-X-CCYM
:W:-COM-OPIC-LIBELLE,:W:-HBL-QGAB-FSOWZKK
:W:-COM-OPIC-LIBELLE1,:W:-NOT-MXDW-BDITSLN0
:W:-COM-OPIC-LIBELLE2,:W:-RJZ-FWZT-BWTMLVY4
:W:-COM-OPIC-OBSERVATION,:W:-JGL-ROFH-FXNLYIPMKVJ
:W:-COM-OPIC-USAGETAB,:W:-JLG-BEHD-ROHYNVUZ
:W:-COM-OPIC-MOTIF,:W:-FFM-IOVD-HONBJ
:W:-COM-OPIC-NATOP,:W:-KKS-IHMX-SAPNI
:W:-COM-OPIC-MONTANT-FBASE,:W:-SEG-LUOU-HUFONMT-LOSJE
:W:-COM-OPIC-HISTORIQUE,:W:-ULN-TPBL-WHWDWVOBMG
:W:-COM-OPIC-RIC,:W:-KOC-RNCZ-PZK
:W:-COM-OPIC-ARIC,:W:-VLO-BKWK-YJRY
:W:-COM-OPIC-OCR,:W:-GMI-WBYL-DTP
:W:-COM-OPIC-ODR,:W:-OKI-CJHI-YJK
:W:-COM-EMAR-SELECTION,:W:-CYW-HNQY-UULQHZYQO
:W:-COM-GCVMH3,:W:-DLI-FPYMK1
:W:-COM-EMAR-ART,:W:-RSV-WQLB-WVP
:W:-COM-EMAR-FBASECLE,:W:-HFA-BHJO-SYEPLURH
:W:-COM-EMAR-NOM,:W:-RYI-TBAZ-MWR
:W:-COM-EMAR-ORIGINE,:W:-BHQ-GUMF-XJHDCPN
:W:-COM-EMAR-EMETTEUR,:W:-NDG-YYNJ-SIBPHMPO
:W:-COM-EMAR-DATEMIS,:W:-RRN-JCCF-TZJMWPK
:W:-COM-EMAR-ROWID,:W:-NBL-WLCH-KTNCT
:W:-COM-NB-IC,:W:-FXN-OY-EA
:W:-COM-FBASECLE-A-LIRE,:W:-XYJ-CHHRHGMQ-P-CTJU
:W:-COM-DATPAIE,:W:-VGQ-WWEKDWI
:W:-COM-DATPAYE,:W:-GJP-JHDZXVK
:W:-COM-AAPAIE,:W:-VSJ-FXXYWK
:W:-COM-MMPAIE,:W:-HIH-ZVUGFG
:W:-COM-JJPAIE,:W:-FZF-OJFHLP
:W:-COM-MONTANT-PAI,:W:-JVI-WAYJLJR-ZQD
:W:-COM-MONT-PAI,:W:-HVY-XSKQ-HQK
:W:-COM-FRAIS,:W:-WPO-MZILC
:W:-COM-FRAIS-BANK,:W:-ARQ-KCKPE-NPDY
:W:-COM-TAUX,:W:-FDQ-ORVI
:W:-COM-TAUX-BANK,:W:-UMU-BVOG-GDRU
:W:-COM-CODBEN,:W:-NMJ-UUKEXR
:W:-COM-ANNULATION,:W:-VUS-OVZWZUDEFG
:W:-COM-FBASECLE,:W:-TQI-MNUKZXFE
:W:-COM-MONT-EURO,:W:-EIT-TALF-GMZL
:W:-COM-UTIL,:W:-WST-AUXQ
:W:-COM-UTI1,:W:-JEI-KJN8
:W:-COM-UTI2,:W:-PVK-TMM7
:W:-COM-MESSAGE,:W:-OQZ-CQCKGJL
:W:-COM-RANG,:W:-APV-ILBO
:W:-COM-DOCUMENT,:W:-OHD-SCXLPJEP
:W:-COM-IND,:W:-GQH-CTW
:W:-COM-ANO,:W:-HOH-HRR
:W:-COM-SUIVI-L-ATTENDUS,:W:-IKM-UDEGR-Z-YCPKWKOX
:W:-COM-SUIVI-LIVRAISON,:W:-RQN-MTXGZ-XKWTHPETT
:W:-COM-LIVRAISON-DOCUMENT,:W:-VMP-OINMFXBFW-FYKJGDNF
:W:-COM-LIVRAISON-NOMBRE,:W:-DHR-LCEOYMWBI-OEVUJV
:W:-COM-LIVRAISON-DATE,:W:-DEV-YOXDEUUTV-QSWY
:W:-COM-SAISI-LIVRAISON,:W:-SYH-EDZSP-RCLDQZNUD
:W:-COM-SAISIE-DOCUMENT,:W:-RXR-KBQMQZ-RKEAQTQF
:W:-COM-SAISIE-NOMBRE,:W:-FRX-DLWTXX-EZFSTW
:W:-COM-SAISIE-JJ,:W:-RRN-EBCWIJ-TY
:W:-COM-SAISIE-MM,:W:-ZXE-XYCJSL-KN
:W:-COM-SAISIE-AA,:W:-XMW-ZDOSVU-TH
:W:-COM-SUIVI-NUME,:W:-IMU-KAFCF-ZDGE
:W:-COM-NUME-NOM,:W:-WNX-HNNC-HOX
:W:-COM-NUME-NOMBRE,:W:-RLI-GPAS-DRTXET
:W:-COM-NUME-MONTANT,:W:-WTH-ZWRP-BDFFPPG
:W:-COM-NUME-GCVT,:W:-GOY-ZGYH-YDST
:W:-COM-SUIVI-NUME-DETAIL,:W:-IIK-BYDGW-QMTM-YKHUJA
:W:-COM-NUME-ROWID,:W:-GQA-KELJ-WBWSU
:W:-COM-NUME-RANG,:W:-LUC-GUOF-LCSD
:W:-COM-NUME-MONT,:W:-EWB-CJUU-TEGW
:W:-COM-NUME-NBCHQ,:W:-GYH-KSPW-PICAW
:W:-COM-NUME-DATE,:W:-GTP-BJWY-LDSW
:W:-COM-NUME-DATE-EDITE,:W:-OTM-DETC-IEGR-PMTRX
